subject,period,observed
1,1,1
1,2,1
1,3,1
1,4,1
2,1,1
2,2,1
2,3,1
2,4,1
3,1,1
3,2,0
3,3,0
3,4,0
4,1,1
4,2,1
4,3,1
4,4,1
5,1,1
5,2,1
5,3,1
5,4,1
6,1,1
6,2,1
6,3,1
6,4,1
7,1,1
7,2,1
7,3,1
7,4,1
8,1,1
8,2,1
8,3,1
8,4,1
9,1,1
9,2,1
9,3,1
9,4,1
10,1,1
10,2,0
10,3,0
10,4,0
11,1,1
11,2,1
11,3,1
11,4,1
12,1,1
12,2,1
12,3,1
12,4,1
13,1,1
13,2,1
13,3,1
13,4,1
14,1,1
14,2,1
14,3,1
14,4,1
15,1,1
15,2,1
15,3,1
15,4,1
16,1,1
16,2,1
16,3,1
16,4,1
17,1,1
17,2,1
17,3,1
17,4,1
18,1,1
18,2,1
18,3,0
18,4,0
19,1,1
19,2,1
19,3,1
19,4,1
20,1,1
20,2,1
20,3,1
20,4,1
21,1,1
21,2,1
21,3,1
21,4,1
22,1,1
22,2,1
22,3,1
22,4,0
23,1,1
23,2,1
23,3,1
23,4,0
24,1,1
24,2,1
24,3,1
24,4,1
25,1,1
25,2,1
25,3,1
25,4,1
26,1,1
26,2,1
26,3,1
26,4,1
27,1,1
27,2,1
27,3,1
27,4,1
28,1,1
28,2,1
28,3,1
28,4,1
29,1,1
29,2,1
29,3,1
29,4,1
30,1,1
30,2,0
30,3,0
30,4,0
31,1,1
31,2,1
31,3,0
31,4,0
32,1,1
32,2,1
32,3,1
32,4,1
33,1,1
33,2,1
33,3,1
33,4,1
34,1,1
34,2,0
34,3,0
34,4,0
35,1,1
35,2,1
35,3,1
35,4,1
36,1,1
36,2,1
36,3,1
36,4,1
37,1,1
37,2,1
37,3,1
37,4,1
38,1,1
38,2,1
38,3,0
38,4,0
39,1,1
39,2,1
39,3,1
39,4,1
40,1,1
40,2,1
40,3,1
40,4,1
41,1,1
41,2,1
41,3,1
41,4,1
42,1,1
42,2,1
42,3,1
42,4,1
43,1,1
43,2,1
43,3,0
43,4,0
44,1,1
44,2,1
44,3,1
44,4,1
45,1,1
45,2,1
45,3,1
45,4,1
46,1,1
46,2,1
46,3,1
46,4,1
47,1,1
47,2,1
47,3,1
47,4,1
48,1,1
48,2,1
48,3,1
48,4,1
49,1,1
49,2,1
49,3,1
49,4,0
50,1,1
50,2,1
50,3,1
50,4,1
51,1,1
51,2,1
51,3,0
51,4,0
52,1,1
52,2,1
52,3,1
52,4,1
53,1,1
53,2,1
53,3,0
53,4,0
54,1,1
54,2,1
54,3,1
54,4,1
55,1,1
55,2,1
55,3,1
55,4,1
56,1,1
56,2,1
56,3,1
56,4,1
57,1,1
57,2,1
57,3,0
57,4,0
58,1,1
58,2,1
58,3,1
58,4,1
59,1,1
59,2,1
59,3,1
59,4,1
